Sample,Unit,GoodChunks,WvfChunks
18-08-30_YC001_probe1,288,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]","[10, 11, 12]"
18-08-30_YC001_probe1,291,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]","[11, 12, 13]"
18-08-30_YC001_probe1,292,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]","[17, 19, 18]"
18-08-30_YC001_probe1,296,"[10, 11, 12]","[10, 11]"
18-08-30_YC001_probe1,298,"[0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]","[10, 11, 12]"
18-08-30_YC001_probe1,302,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]","[16, 17, 18]"
18-08-30_YC001_probe1,303,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]","[17, 19, 18]"
18-08-30_YC001_probe1,304,"[8, 9, 10, 11, 12, 15, 16, 17, 18, 19]","[9, 10, 11]"
18-08-30_YC001_probe1,315,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]","[9, 10, 11]"
18-08-30_YC001_probe1,357,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]","[4, 5, 6]"
18-08-30_YC001_probe1,358,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]","[9, 10, 11]"
18-08-30_YC001_probe1,359,"[0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 19]","[10, 11, 12]"
18-08-30_YC001_probe1,362,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]","[10, 11, 12]"
18-08-30_YC001_probe1,369,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]","[17, 18, 19]"
18-08-30_YC001_probe1,376,"[0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 16, 18, 19]","[1, 0]"
18-08-30_YC001_probe1,377,"[9, 16, 17, 19]",[19]
18-08-30_YC001_probe1,396,"[0, 1, 2, 3, 4, 5, 6, 7, 10, 12, 13, 14, 16, 17, 19]","[16, 17]"
18-08-30_YC001_probe1,398,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]","[4, 5, 6]"
18-08-30_YC001_probe1,399,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]","[16, 17, 18]"
18-08-30_YC001_probe1,44,"[2, 3, 5, 11, 13]",[13]
18-08-30_YC001_probe1,45,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]","[1, 2, 3]"
18-08-30_YC001_probe1,46,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 13]","[5, 6, 7]"
18-08-30_YC001_probe1,465,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]","[3, 4, 5]"
18-08-30_YC001_probe1,48,"[0, 2, 3, 4, 5, 8, 9, 10, 11, 12, 15, 17, 18, 19]","[17, 18]"
18-08-30_YC001_probe1,494,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]","[8, 9, 10]"
18-08-30_YC001_probe1,54,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]","[2, 3, 4]"
18-08-30_YC001_probe1,565,"[0, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]","[8, 9, 10]"
18-08-30_YC001_probe1,69,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]","[11, 12, 13]"
18-08-30_YC001_probe1,70,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]","[1, 0, 2]"
18-08-30_YC001_probe1,71,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]","[12, 13, 14]"
18-08-30_YC001_probe1,76,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]","[17, 19, 18]"
18-08-30_YC001_probe1,78,[3],[3]
18-08-30_YC001_probe1,82,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]","[1, 0, 2]"
18-08-30_YC001_probe1,83,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]","[7, 8, 9]"
18-08-30_YC001_probe1,86,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]","[4, 5, 6]"
18-08-30_YC001_probe1,89,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19]","[7, 8, 9]"
18-08-30_YC001_probe1,93,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]","[7, 8, 9]"
18-08-30_YC001_probe1,99,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]","[6, 7, 8]"
